ydata,gpf,re,,,
-2.423004265,0.102605494,3.858177108,,,
-4.795561823,0.030229246,3.045819874,,,
-4.106128684,5.25E-31,2.613850765,,,
-3.412125752,0.011603766,3.638191474,,,
-3.948742958,0.019723205,3.406331095,,,
-3.358281353,0.178023022,3.59100707,,,
-1.636061013,0.087193447,2.926827624,,,
-2.638809922,0.070113791,2.347253879,,,
-4.344871259,9.57E-31,1.217108987,,,
-3.706635053,0.105006981,2.108792835,,,
-3.412125752,0.032255585,2.514695107,,,
-4.391958774,0.008360276,1.959359279,,,
-2.396801961,6.91E-04,1.216255593,,,
-3.947992786,0.012722156,0,,,
-1.890446808,0.007075852,3.350555531,,,
-3.599551886,1.630582407,2.7115118,,,
-1.899608512,0.019723205,2.830503055,,,
-4.063824046,6.94E-31,1.442291359,,,
-1.874425095,0.368286768,2.207160094,,,
-2.11349099,0.021346975,3.517587242,,,
-2.270653621,1.068990494,6.462449298,,,
-4.390440443,0.02790074,3.800615506,,,
-3.222547233,4.19E-04,2.161163928,,,
-3.017338754,0.028647342,2.926827624,,,
-3.022309306,0.032255585,3.664998703,,,
-4.590336192,0.026776119,0.565620606,,,
-1.898034228,0.041632993,0.890150489,,,
-3.757782521,0.017565417,3.6178551,,,
-3.777300168,1.91E-31,3.6178551,,,
-2.927430152,0.001015068,2.673839627,,,
-3.118717593,1.91E-31,5.390676293,,,
-2.251723716,0.06100466,4.306686673,,,
-2.251148769,0.007075852,5.535773675,,,
-4.153076015,0.073750289,2.446191813,,,
-5.267584736,0.049703757,2.207160094,,,
-1.484423009,0.021032559,3.663394108,,,
-2.660610141,0.01017308,0,,,
-4.270335925,0.024053311,0.565620606,,,
-2.585758939,8.37E-31,4.912963096,,,
-2.615923812,0.001015068,3.494221508,,,
-2.707994382,0.003286145,1.999652923,,,
-3.784910993,1.91E-31,3.21716649,,,
-2.873389795,0.03472574,5.416500949,,,
-1.540790735,7.20E-31,2.735893366,,,
-2.596138192,9.57E-31,1.819591646,,,
-2.064535287,0.03472574,0,,,
-4.722283463,0.05562543,3.746424609,,,
-4.17457998,0.052934195,1.061705211,,,
-2.686624244,0.001022693,0,,,
-2.262210416,0.034390784,3.181474869,,,
-3.928081971,0.03828102,2.512006004,,,
-4.105609064,0.117206427,2.416790727,,,
-4.321196345,0.022735532,4.755111357,,,
-2.590408909,0.053914446,4.885797791,,,
-1.234140645,0.008943117,1.915625833,,,
-2.68726,0.006476931,1.967932931,,,
-2.807231795,0.01877309,4.631223238,,,
-2.230786601,5.49E-31,0,,,
-0.950352865,0.04570507,1.731917784,,,
-3.1033033,5.18E-31,0.607800825,,,
-3.516172274,0.055680267,1.819591646,,,
-1.909331387,0.074819492,3.119461258,,,
-4.373691779,0.005521339,3.827590955,,,
-2.510983515,6.79E-31,3.494221508,,,
-5.499835693,0.017369404,2.347980353,,,
-3.95885058,0.163683727,2.524275697,,,
-4.034553535,0.0255592,1.771240648,,,
-4.616817071,0.004888927,1.370187166,,,
-2.601630322,0.063383795,3.30485287,,,
-2.374976874,0.056663365,2.726408707,,,
-2.615923812,0.017369404,2.148700464,,,
-4.154014638,0.02570098,0.565620606,,,
-0.950352865,0.079907041,3.464740921,,,
-2.230786601,0.561873692,0,,,
-2.464589375,0.061507787,2.036377715,,,
-1.802550169,0.018377859,2.011547222,,,
-5.438319155,0.002376279,2.524275697,,,
-2.781546844,0.0173304,1.557059405,,,
-2.29135478,0.980838084,1.731917784,,,
-4.011104645,0.001015068,3.181474869,,,
-2.562476479,0.001022693,2.236037333,,,
-4.2460908,0.070114307,0.890150489,,,
-1.916340642,0.021032559,3.513586076,,,
-1.882198265,0.789454258,2.419652566,,,
-2.667236636,0.922352589,6.395642566,,,
-2.337510409,6.79E-31,4.026291212,,,
-4.784189127,0.017358517,2.067385141,,,
-2.431545192,0.060869554,1.926812612,,,
-1.522491758,0.0456176,3.066706037,,,
-1.773337341,0.053914446,2.207160094,,,
-1.898034228,0.00460104,5.416500949,,,
-3.017338754,0.922352589,2.576834542,,,
-1.829338486,0.01877309,0,,,
-2.464589375,6.91E-04,2.419652566,,,
-2.465975925,0.043417113,4.417751953,,,
-1.540790735,0.026264629,1.967932931,,,
-2.696574889,0.601313405,2.735893366,,,
-5.100319802,0.05634038,3.033224709,,,
-2.071591532,9.37E-31,4.306143599,,,
-3.600508992,0.620430639,4.885797791,,,
-2.230786601,2.54E-31,3.020904717,,,
-4.011104645,0.105006981,3.219663841,,,
-2.337510409,1.630582407,2.87997561,,,
-2.615923812,0.0173304,2.576834542,,,
-3.880205579,0.002720005,2.524275697,,,
-2.304500021,0.232532345,3.572239712,,,
-2.230786601,0.059177236,2.888655957,,,
-1.871861538,0.00179971,3.513586076,,,
-1.889863934,5.49E-31,2.099060241,,,
-1.466318917,0.052934195,2.036377715,,,
-3.40914989,0.012854046,2.446757035,,,
-2.244644501,0.04054956,3.048687714,,,
-4.458533556,0.049530914,3.858177108,,,
-1.702559082,0.163683727,3.345168,,,
-4.131464589,0.005217759,4.054359574,,,
-2.571206949,5.32E-31,1.767969084,,,
-2.562476479,8.37E-31,1.973965636,,,
-2.374976874,0.041179422,6.305869854,,,
-2.571206949,0.097451003,1.972394868,,,
-1.471598359,0.003816875,0.590970292,,,
-2.19454487,0.001520638,3.42241569,,,
-2.705488199,0.003947693,4.306143599,,,
-4.145588571,0.00694376,3.736542109,,,
-2.667236636,0.044877865,1.926812612,,,
-4.437088397,5.13E-31,2.149841772,,,
-4.256116773,0.004362798,1.074045375,,,
-2.148049908,0.354549877,0,,,
-1.547484945,0.001665728,2.442276271,,,
-1.553799232,0.030229246,1.915625833,,,
-3.022309306,0.011073195,2.735893366,,,
-1.945552553,0.02570098,1.89962648,,,
-2.396801961,0.980838084,1.959359279,,,
-1.234140645,0.043177076,0,,,
-2.696759325,0.059177236,5.488943014,,,
-3.48279669,0.449517657,0,,,
-3.994023988,0.011198823,6.022786851,,,
-4.011005754,0.097451003,2.813233956,,,
-1.679240271,6.91E-04,1.89962648,,,
-2.115283948,0.043736817,2.347253879,,,
-2.615923812,0.016318727,2.246373321,,,
-2.115283948,8.59E-31,1.557059405,,,
-1.553799232,0.837059156,2.402238212,,,
-2.25576238,0.03472574,3.112940612,,,
-4.409552099,0.074819492,2.735117674,,,
-2.610162132,0.002200989,2.634549872,,,
-4.011005754,0.036737536,1.134790431,,,
-2.11349099,0.066344581,1.061705211,,,
-1.669598544,0.043177076,4.92869223,,,
-4.531801593,0.139645734,2.236037333,,,
-1.899608512,0.019723205,2.929656859,,,
-3.284566105,0.01017308,0.838950177,,,
-3.118717593,7.20E-31,1.996115975,,,
-4.344871259,0.0112059,2.926948963,,,
-4.756094369,0.144946069,2.410649151,,,
-5.267584736,0.008475483,3.899677815,,,
-2.415068245,4.85E-31,2.427396642,,,
-3.655274755,0.010981197,3.112940612,,,
-2.172325321,0.018153293,2.313760672,,,
-1.253651754,0.140155049,3.663394108,,,
-3.412472409,0.014321714,1.717261977,,,
-3.48279669,0.070113791,3.938361379,,,
-2.11984877,0.017813551,1.026496609,,,
-1.90620118,0.056663365,2.657588723,,,
-4.026356479,8.37E-31,5.390676293,,,
-3.527277627,0.051532675,3.421196561,,,
-2.045493732,1.017376031,1.134790431,,,
-3.506372893,0.049179759,3.938361379,,,
-4.321196345,4.07E-31,2.641415391,,,
-2.396801961,1.19E-30,6.888879703,,,
-2.244644501,0.944942244,4.306143599,,,
-0.950352865,0.049179759,6.305869854,,,
-3.017338754,0.00460104,3.008765292,,,
-2.262210416,0.002376279,1.972394868,,,
-1.234140645,0.032789373,2.7115118,,,
-2.465569018,0.001665728,4.755111357,,,
-2.815200386,0.018153293,2.576834542,,,
-2.361194145,0.0112059,5.09348979,,,
-2.354452889,0.081209541,2.907743307,,,
-3.918580003,0.004492549,3.119461258,,,
-4.011005754,0.015575523,0.379415254,,,
-2.927430152,1.88E-31,1.400109796,,,
-4.6840867,0.001553311,2.910770411,,,
-2.431545192,0.006390789,1.965059802,,,
-4.157173398,0.006363357,0.590970292,,,
-2.361194145,2.147173816,2.89083899,,,
-2.12537113,0.060869554,2.251962766,,,
-1.862218198,0.049740255,2.657588723,,,
-2.484078023,0.020400404,1.689408916,,,
-1.9736922,0.030229246,2.926948963,,,
-1.553799232,0.620430639,1.284952081,,,
-4.645515484,0.001022693,0,,,
-3.928081971,0.00179971,2.87943267,,,
-4.437088397,2.26E-30,3.938361379,,,
-1.509186031,4.19E-04,4.436396106,,,
-5.282240438,0.011499839,4.187332588,,,
-3.253364943,0.00562971,0.955366945,,,
-1.898034228,0.099772116,0,,,
-2.947009961,0.049179759,3.017287724,,,
-2.359445541,0.014321714,2.954896314,,,
-0.950352865,0.05634038,0,,,
-2.655935377,0.032037253,0,,,
-3.713449902,2.09E-31,2.446191813,,,
-2.77003333,0.115922673,3.754942637,,,
-3.40914989,0.047235453,3.736542109,,,
-2.111118974,0.001634479,1.996115975,,,
-2.37429471,0.030789116,4.417751953,,,
-2.812321145,0.005521339,2.364556531,,,
-4.644343327,0.046463007,0.514071901,,,
-2.590408909,6.85E-31,3.290101425,,,
-1.816999576,0.011603766,2.813233956,,,
-1.553799232,0.017358517,3.646571988,,,
-1.253651754,0.620430639,2.926827624,,,
-3.358281353,0.005948315,2.311508527,,,
-1.679240271,0.063806845,2.419005472,,,
-4.025850953,0.030229246,2.558007934,,,
-3.207348762,0.012854046,2.405636325,,,
-2.395828163,0.015658396,2.236037333,,,
-3.207348762,0.052016745,2.161163928,,,
-4.722283463,0.03472574,5.284881321,,,
-4.722283463,0.043177076,2.613850765,,,
-2.452887609,0.004944345,1.965059802,,,
-2.461508914,0.038475504,3.345168,,,
-1.612635315,0.031882981,0,,,
-4.074101082,0.115922673,0,,,
-5.438319155,0.021616649,3.020904717,,,
-3.757782521,0.038475504,3.464740921,,,
-3.151223199,0.139645734,1.557059405,,,
-1.772296858,0.018235755,4.306686673,,,
-2.500543399,0.081209541,5.682497045,,,
-3.599551886,0.006390789,4.436396106,,,
-1.9736922,0.074819492,0,,,
-3.814520362,9.75E-31,3.219663841,,,
-2.781546844,0.006390789,4.187332588,,,
-4.011005754,0.030789116,3.562475935,,,
